life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
60.1,4.71,10.26,7183.5,0.5605,Medium
51.12,4.03,5.36,1713.31,0.3875,Low
68.33,7.44,13.83,14549.62,0.7071,High
74.9,14.94,17.39,55878.13,0.9252,Very High
82.87,13.11,14.24,50340.07,0.9112,Very High
66.36,7.84,9.37,8858.1,0.6317,Medium
79.19,11.64,15.97,69823.56,0.9082,Very High
65.27,8.13,9.76,7347.39,0.6257,Medium
78.55,10.94,14.74,51547.84,0.8697,Very High
82.97,10.62,14.89,40469.12,0.8769,Very High
70.67,5.77,10.77,6265.05,0.621,Medium
49.38,1.94,8.56,1614.49,0.3858,Low
61.8,5.64,8.48,8027.99,0.565,Medium
73.09,8.58,11.1,24082.95,0.7382,High
80.92,13.07,14.57,60562.07,0.9135,Very High
68.5,7.86,11.77,20170.47,0.7062,High
65.54,5.29,9.19,8584.85,0.588,Medium
69.39,7.88,9.56,7646.28,0.6406,Medium
60.72,2.2,9.07,1061.91,0.4175,Low
73.27,8.47,11.76,28951.79,0.7532,High
72.46,9.35,13.88,20302.69,0.7673,High
53.27,4.04,7.17,791.29,0.3766,Low
73.1,9.5,12.71,28317.77,0.7757,High
65.15,5.31,9.65,3718.53,0.5526,Medium
63.71,3.89,10.53,2834.86,0.5234,Low
49.91,3.36,6.02,2812.65,0.4016,Low
76.51,9.84,15.25,9883.26,0.7682,High
67.05,6.66,8.05,3777.9,0.5615,Medium
46.06,0.78,5.55,2260.85,0.3241,Low
65.96,4.26,9.31,3965.21,0.54,Low
51.72,3.5,6.23,1777.52,0.3946,Low
77.63,10.47,16.22,35737.33,0.857,Very High
78.11,13.01,14.36,31563.98,0.8649,Very High
58.56,3.8,7.51,513.46,0.3664,Low
68.85,5.81,11.33,2748.01,0.5761,Medium
71.68,8.97,13.86,26771.14,0.7714,High
77.92,10.01,16.62,38800.15,0.861,Very High
84.52,12.31,14.38,44738.72,0.9049,Very High
69.2,7.66,13.31,29890.45,0.7413,High
52.59,3.39,9.35,621.64,0.3722,Low
74.73,7.83,12.99,15829.85,0.7372,High
55.55,3.86,5.1,310.53,0.2936,Low
72.16,4.86,10.34,9794.34,0.6297,Medium
71.11,7.4,11.05,8416.31,0.6631,Medium
62.58,6.36,12.15,3820.92,0.5829,Medium
78.37,12.19,13.12,28818.07,0.8398,Very High
76.61,11.37,17.15,41508.44,0.8786,Very High
80.28,11.57,15.93,71196.87,0.9134,Very High
75.28,14.2,15.43,43086.92,0.8891,Very High
51.6,3.75,5.04,580.79,0.3248,Low
66.87,7.94,9.9,6342.08,0.6248,Medium
52.39,3.21,6.47,2372.16,0.4088,Low
47.85,2.15,4.32,1683.81,0.3273,Low
78.48,9.07,11.88,21334.98,0.7725,High
61.52,7.13,8.36,3569.2,0.5452,Low
80.59,10.8,15.68,37506.01,0.8724,Very High
77.38,13.22,16.72,49003.09,0.9076,Very High
80.47,14.55,15.53,30992.29,0.904,Very High
64.08,5.61,11.96,10011.66,0.6257,Medium
60.65,6.7,11.12,8658.53,0.6075,Medium
47.21,0.73,6.36,674.93,0.2896,Low
54.27,3.44,4.34,1833.11,0.3792,Low
57.01,5.52,7.61,499.42,0.3796,Low
59.61,5.8,10.52,5473.8,0.5634,Medium
78.86,10.68,16.1,54280.76,0.8845,Very High
83.29,12.47,17.2,67689.15,0.9496,Very High
50.77,4.58,7.59,639.64,0.3641,Low
82.44,10.12,15.79,47665.63,0.8855,Very High
56.05,4.18,6.72,1558.24,0.4217,Low
73.79,10.48,13.67,24748.87,0.7949,High
62.33,7.7,8.0,4014.56,0.5582,Medium
67.62,4.8,9.09,7766.67,0.5834,Medium
61.03,7.1,10.08,7858.07,0.5991,Medium
47.85,3.39,5.8,386.67,0.2884,Low
65.98,4.81,11.5,8270.86,0.6094,Medium
62.15,7.77,10.29,4905.74,0.5923,Medium
80.23,10.87,16.02,52739.14,0.8913,Very High
56.71,1.74,3.69,2304.8,0.3501,Low
60.02,1.0,8.47,1663.84,0.4126,Low
75.66,14.86,14.7,37737.91,0.8851,Very High
80.84,13.54,14.65,61642.45,0.9204,Very High
49.06,3.08,4.8,2977.42,0.3782,Low
77.67,8.41,11.53,25157.7,0.7635,High
44.95,1.19,8.71,422.5,0.2865,Low
61.65,7.38,8.44,3269.89,0.5453,Low
81.11,14.47,15.14,36467.71,0.9112,Very High
71.88,7.07,13.71,18062.19,0.7282,High
75.78,12.97,16.1,51736.73,0.8932,Very High
79.31,10.61,14.57,53250.4,0.869,Very High
74.34,5.88,14.27,16087.35,0.7244,High
83.37,13.81,16.21,51519.5,0.9426,Very High
61.54,1.81,7.46,1224.76,0.4015,Low
60.35,6.84,10.27,6859.2,0.5882,Medium
77.21,14.39,16.88,52262.12,0.9241,Very High
70.6,9.49,13.42,29172.86,0.7719,High
64.3,3.71,8.9,8759.65,0.5548,Medium
80.2,12.35,14.7,53106.81,0.8962,Very High
69.0,10.95,11.53,29712.82,0.7631,High
71.95,6.99,13.17,26057.45,0.7381,High
69.57,8.44,13.49,14228.61,0.721,High
75.4,9.44,11.84,15151.32,0.7465,High
69.19,7.77,12.58,11393.76,0.6906,Medium
75.9,10.12,12.82,28075.23,0.7979,High
58.1,6.6,10.24,8777.86,0.5847,Medium
63.63,5.61,10.86,11021.44,0.6154,Medium
65.87,5.86,9.55,7890.32,0.5986,Medium
74.59,7.64,12.02,27470.07,0.7484,High
85.65,12.85,16.91,63964.16,0.957,Very High
60.27,5.55,9.6,4441.97,0.5433,Low
63.0,5.01,12.58,5517.7,0.5915,Medium
58.74,3.59,8.94,3205.42,0.4862,Low
84.11,10.54,15.74,33097.81,0.8801,Very High
74.23,9.61,14.6,11803.8,0.7586,High
78.23,14.17,16.04,34900.75,0.8993,Very High
